ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action,ticket_summary,risk_rationale,recommended_next_step,sla_note,human_review_note
TKT-0210,2026-01-09 17:24:00,"I see a charge on my account that I did not authorise",Billing safety escalation,Unauthorised charge,Medium,24,Europe,Web form,English,0.77,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0211,2026-06-05 13:07:00,"My post was removed and I do not understand why",Policy confusion,Account restriction query,Low,72,Middle East & Africa,In-app report,French,0.83,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0212,2026-06-04 17:22:00,"Someone keeps contacting me after I asked them to stop",Harassment,Coordinated harassment,Low,72,Europe,In-app report,Japanese,0.66,Trust & Safety Review,True,Close with education,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0213,2026-03-18 12:10:00,"I saw content in a group that seemed to target young users in an inappropriate way",Child safety concern,Minor account concern,Critical,1,Middle East & Africa,API,Spanish,0.67,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0214,2026-03-30 04:04:00,"A post is spreading false information about health treatments",Misinformation,Misleading media,Medium,24,Middle East & Africa,In-app report,Korean,0.81,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0215,2026-03-07 07:17:00,"My contact details appear in a public group and I want them removed",Privacy concern,Doxxing,Critical,1,Europe,Email,English,0.85,Legal & Compliance,True,Immediate action required,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0216,2026-02-26 08:44:00,"My account was accessed from an unknown location",Account abuse,Compromised account,High,4,Europe,In-app report,Portuguese,0.88,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0217,2026-06-06 07:33:00,"A profile seems to be targeting children with suspicious messages",Child safety concern,Minor account concern,Critical,1,Latin America,Web form,Arabic,0.94,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0218,2026-02-11 05:51:00,"A user posted something that suggests they are in crisis",Self-harm concern,User concern for another,Critical,1,Europe,Email,Spanish,0.72,Trust & Safety Review,True,Immediate action required,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0219,2026-04-25 15:18:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Payment fraud link,Medium,24,Latin America,API,English,0.91,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0220,2026-02-14 19:45:00,"Someone posted my home address and phone number publicly",Privacy concern,Personal data exposure,High,4,Latin America,Email,Portuguese,0.96,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
